,gauge_number,gauge_name
1551,3023391,Primm Noise Level (unknown type)
1552,3023398,Primm APDUID Performance Percent (unknown type)
1553,3023399,Primm APDUID Count (unknown type)
1554,3023810,Cactus near Durango GPS (unknown type)
1555,3023890,Cactus near Durango Latency (unknown type)
1556,3023891,Cactus near Durango Noise Level (unknown type)
1557,3023898,Cactus near Durango APDUID Performance Percent (unknown type)
1558,3023899,Cactus near Durango APDUID Count (unknown type)
1559,3024310,Yucca Forest 1 GPS (unknown type)
1560,3024390,Yucca Forest 1 Latency (unknown type)
1561,3024391,Yucca Forest 1 Noise Level (unknown type)
1562,3024398,Yucca Forest 1 APDUID Performance Percent (unknown type)
1563,3024399,Yucca Forest 1 APDUID Count (unknown type)
1564,3024408,Freeway Channel near Charleston BATT (unknown type)
1565,3024410,Freeway Channel near Charleston GPS (unknown type)
1566,3024490,Freeway Channel near Charleston Latency (unknown type)
1567,3024498,Freeway Channel near Charleston APDUID Performance Percent (unknown type)
1568,3024499,Freeway Channel near Charleston APDUID Count (unknown type)
1569,3025710,Rio (Twain) Pump Site GPS (unknown type)
1570,3025790,Rio (Twain) Pump Site Latency (unknown type)
1571,3025791,Rio (Twain) Pump Site Noise Level (unknown type)
1572,3025798,Rio (Twain) Pump Site APDUID Performance Percent (unknown type)
1573,3025799,Rio (Twain) Pump Site APDUID Count (unknown type)
1574,3026410,Arden GPS (unknown type)
1575,3026490,Arden Latency (unknown type)
1576,3026491,Arden Noise Level (unknown type)
1577,3026498,Arden APDUID Performance Percent (unknown type)
1578,3026499,Arden APDUID Count (unknown type)
1579,3026810,DI Super Arterial GPS (unknown type)
1580,3026890,DI Super Arterial Latency (unknown type)
1581,3026891,DI Super Arterial Noise Level (unknown type)
1582,3026898,DI Super Arterial APDUID Performance Percent (unknown type)
1583,3026899,DI Super Arterial APDUID Count (unknown type)
1584,3027808,Duck Creek near Tomiyasu BATT (unknown type)
1585,3027810,Duck Creek near Tomiyasu GPS (unknown type)
1586,3027890,Duck Creek near Tomiyasu Latency (unknown type)
1587,3027898,Duck Creek near Tomiyasu APDUID Performance Percent (unknown type)
1588,3027899,Duck Creek near Tomiyasu APDUID Count (unknown type)
1589,3028508,Pittman Wash at Wigwam BATT (unknown type)
1590,3028510,Pittman Wash at Wigwam GPS (unknown type)
1591,3028590,Pittman Wash at Wigwam Latency (unknown type)
1592,3028598,Pittman Wash at Wigwam APDUID Percent (unknown type)
1593,3028599,Pittman Wash at Wigwam APDUID Count (unknown type)
1594,3028908,Pioneer DB BATT (unknown type)
1595,3028910,Pioneer DB GPS (unknown type)
1596,3028990,Pioneer DB Latency (unknown type)
1597,3028998,Pioneer DB APDUID Performance Percent (unknown type)
1598,3028999,Pioneer DB APDUID Count (unknown type)
1599,3029110,Sandy Valley GPS (unknown type)
1600,3029190,Sandy Valley Latency (unknown type)
1601,3029191,Sandy Valley Noise Level (unknown type)
1602,3029198,Sandy Valley APDUID Performance Percent (unknown type)
1603,3029199,Sandy Valley APDUID Count (unknown type)
1604,3030300,Kidwell Airport RAIN (5139) (Rain)
1605,3030301,Kidwell Airport TEMP (Air Temp)
1606,3030302,Kidwell Airport RH (Rel. Humidity)
1607,3030304,Kidwell Airport SPD (Wind Speed)
1608,3030305,Kidwell Airport WD (Wind Direction)
1609,3030306,Kidwell Airport PK WND (Peak Wind)
1610,3030308,Kidwell Airport BATT (unknown type)
1611,3030310,Kidwell Airport GPS (unknown type)
1612,3030311,Kidwell Airport DPT (Dewpoint)
1613,3030390,Kidwell Airport Latency (unknown type)
1614,3030391,Kidwell Airport Noise Level (unknown type)
1615,3030398,Kidwell Airport APDUID Performance Percent (unknown type)
1616,3030399,Kidwell Airport APDUID Count (unknown type)
1617,3030510,CalNevAri GPS (unknown type)
1618,3030590,CalNevAri Latency (unknown type)
1619,3030591,CalNevAri Noise Level (unknown type)
1620,3030598,CalNevAri APDUID Performance Percent (unknown type)
1621,3030599,CalNevAri APDUID Count (unknown type)
1622,3030910,Laughlin 2 GPS (unknown type)
1623,3030990,Laughlin 2 Latency (unknown type)
1624,3030991,Laughlin 2 Noise Level (unknown type)
1625,3030998,Laughlin 2 APDUID Performance Percent (unknown type)
1626,3030999,Laughlin 2 APDUID Count (unknown type)
1627,3040510,Sunrise Landfill 2 GPS (unknown type)
1628,3040590,Sunrise Landfill 2 Latency (unknown type)
1629,3040591,Sunrise Landfill 2 Noise Level (unknown type)
1630,3040598,Sunrise Landfill 2 APDUID Performance Percent (unknown type)
1631,3040599,Sunrise Landfill 2 APDUID Count (unknown type)
1632,3040610,Sunrise Landfill 1 GPS (unknown type)
1633,3040690,Sunrise Landfill 1 Latency (unknown type)
1634,3040691,Sunrise Landfill 1 Noise Level (unknown type)
1635,3040698,Sunrise Landfill 1 APDUID Performance Percent (unknown type)
1636,3040699,Sunrise Landfill 1 APDUID Count (unknown type)
1637,3040810,Charleston at Rampart GPS (unknown type)
1638,3040890,Charleston at Rampart Latency (unknown type)
1639,3040891,Charleston at Rampart Noise Level (unknown type)
1640,3040898,Charleston at Rampart APDUID Performance Percent (unknown type)
1641,3040899,Charleston at Rampart APDUID Count (unknown type)
1642,3040906,Boulder City PK WND (Peak Wind)
1643,3040908,Boulder City BATT (unknown type)
1644,3040910,Boulder City GPS (unknown type)
1645,3040990,Boulder City Latency (unknown type)
1646,3040991,Boulder City Noise Level (unknown type)
1647,3040998,Boulder City APDUID Performance Percent (unknown type)
1648,3040999,Boulder City APDUID Count (unknown type)
1649,3041010,Oakey at Rainbow GPS (unknown type)
1650,3041090,Oakey at Rainbow Latency (unknown type)
1651,3041091,Oakey at Rainbow Noise Level (unknown type)
1652,3041098,Oakey at Rainbow APDUID Performance Percent (unknown type)
1653,3041099,Oakey at Rainbow APDUID Count (unknown type)
1654,3041110,Summerlin Pkwy GPS (unknown type)
1655,3041190,Summerlin Pkwy Latency (unknown type)
1656,3041191,Summerlin Pkwy Noise Level (unknown type)
1657,3041198,Summerlin Pkwy APDUID Performance Percent (unknown type)
1658,3041199,Summerlin Pkwy APDUID Count (unknown type)
1659,3041210,Warm Springs at Jones GPS (unknown type)
1660,3041290,Warm Springs at Jones Latency (unknown type)
1661,3041291,Warm Springs at Jones Noise Level (unknown type)
1662,3041298,Warm Springs at Jones APDUID Performance Percent (unknown type)
1663,3041299,Warm Springs at Jones APDUID Count (unknown type)
1664,3041300,Fire Station 97 RAIN (4701) (Rain)
1665,3041308,Fire Station 97 BATT (unknown type)
1666,3041310,Fire Station 97 GPS (unknown type)
1667,3041390,Fire Station 97 Latency (unknown type)
1668,3041391,Fire Station 97 Noise Level (unknown type)
1669,3041398,Fire Station 97 APDUID Performance Percent (unknown type)
1670,3041399,Fire Station 97 APDUID Count (unknown type)
1671,3041510,Summerlin NW GPS (unknown type)
1672,3041590,Summerlin NW Latency (unknown type)
1673,3041591,Summerlin NW Noise Level (unknown type)
1674,3041598,Summerlin NW APDUID Performance Percent (unknown type)
1675,3041599,Summerlin NW APDUID Count (unknown type)
1676,3042000,Fire Station 98 RAIN (4702) (Rain)
1677,3042008,Fire Station 98 BATT (unknown type)
1678,3042010,Fire Station 98 GPS (unknown type)
1679,3042090,Fire Station 98 Latency (unknown type)
1680,3042091,Fire Station 98 Noise Level (unknown type)
1681,3042098,Fire Station 98 APDUID Performance Percent (unknown type)
1682,3042099,Fire Station 98 APDUID Count (unknown type)
1683,3043200,Grand Park DB RAIN (4201) (Rain)
1684,3043207,Grand Park DB WL (Water Level)
1685,3043208,Grand Park DB BATT (unknown type)
1686,3043210,Grand Park DB GPS (unknown type)
1687,3043290,Grand Park DB Latency (unknown type)
1688,3043291,Grand Park DB Noise Level (unknown type)
1689,3043298,Grand Park DB APDUID Performance Percent (unknown type)
1690,3043299,Grand Park DB APDUID Count (unknown type)
1691,3044810,Blue Diamond Ridge South GPS (unknown type)
1692,3044890,Blue Diamond Ridge South Latency (unknown type)
1693,3044891,Blue Diamond Ridge South Noise Level (unknown type)
1694,3044898,Blue Diamond Ridge South APDUID Performance Percent (unknown type)
1695,3044899,Blue Diamond Ridge South APDUID Count (unknown type)
1696,3046410,Brownstone Canyon GPS (unknown type)
1697,3046490,Brownstone Canyon Latency (unknown type)
1698,3046491,Brownstone Canyon Noise Level (unknown type)
1699,3046498,Brownstone Canyon APDUID Performance Percent (unknown type)
1700,3046499,Brownstone Canyon APDUID Count (unknown type)
1701,3046610,Las Vegas Wash at Nellis GPS (unknown type)
1702,3046690,Las Vegas Wash at Nellis Latency (unknown type)
1703,3046691,Las Vegas Wash at Nellis Noise Level (unknown type)
1704,3046698,Las Vegas Wash at Nellis APDUID Performance Percent (unknown type)
1705,3046699,Las Vegas Wash at Nellis APDUID Count (unknown type)
1706,3047410,Summerlin West GPS (unknown type)
1707,3047490,Summerlin West Latency (unknown type)
1708,3047491,Summerlin West Noise Level (unknown type)
1709,3047498,Summerlin West APDUID Performance Percent (unknown type)
1710,3047499,Summerlin West APDUID Count (unknown type)
1711,3047600,WOTUS 5 Channel RAIN (4207) (Rain)
1712,3047608,WOTUS 5 Channel BATT (unknown type)
1713,3047610,WOTUS 5 Channel GPS (unknown type)
1714,3047690,WOTUS 5 Channel Latency (unknown type)
1715,3047691,WOTUS 5 Channel Noise Level (unknown type)
1716,3047698,WOTUS 5 Channel APDUID Performance Percent (unknown type)
1717,3047699,WOTUS 5 Channel APDUID Count (unknown type)
1718,3047800,Summerlin DB (DB 5) RAIN (4203) (Rain)
1719,3047807,Summerlin DB (DB 5) WL (Water Level)
1720,3047808,Summerlin DB (DB 5) BATT (unknown type)
1721,3047810,Summerlin DB (DB 5) GPS (unknown type)
1722,3047890,Summerlin DB (DB 5) Latency (unknown type)
1723,3047891,Summerlin DB (DB 5) Noise Level (unknown type)
1724,3047898,Summerlin DB (DB 5) APDUID Performance Percent (unknown type)
1725,3047899,Summerlin DB (DB 5) APDUID Count (unknown type)
1726,3048200,Jim McGaughey DB RAIN (4178) (Rain)
1727,3048207,Jim McGaughey DB WL (Water Level)
1728,3048208,Jim McGaughey DB BATT (unknown type)
1729,3048210,Jim McGaughey DB GPS (unknown type)
1730,3048290,Jim McGaughey DB Latency (unknown type)
1731,3048291,Jim McGaughey DB Noise Level (unknown type)
1732,3048298,Jim McGaughey DB APDUID Performance Percent (unknown type)
1733,3048299,Jim McGaughey DB APDUID Count (unknown type)
1734,5103200,Coyote Pass (Mohave County) RAIN (Rain)
1735,5103201,Coyote Pass Air (Mohave County) TEMP (Air Temp)
1736,5103202,Coyote Pass (Mohave County) RH (Rel. Humidity)
1737,5103208,Coyote Pass (Mohave County) BATT (unknown type)
1738,5103211,Coyote Pass (Mohave County) DP (Dewpoint)
1739,5103900,Grace Neil at Bank Street (Mohave County) RAIN (Rain)
1740,5103907,Grace Neil at Bank Street (Mohave County) WL (Water Level)
1741,5103908,Grace Neil at Bank Street (Mohave County) BATT (unknown type)
1742,5103910,Grace Neil at Bank Street (Mohave County) GPS (unknown type)
1743,5103990,Grace Neil at Bank Street (Mohave County) Latency (unknown type)
1744,5103998,Grace Neil at Bank Street (Mohave County) APDUID Performance Percent (unknown type)
1745,5103999,Grace Neil at Bank Street (Mohave County) APDUID Count (unknown type)
1746,5104100,Hualapai Foothills (Mohave County) RAIN (Rain)
1747,5104108,Hualapai Foothills (Mohave County) BATT (unknown type)
1748,5104203,Hualapai Mtn (Mohave County) PRESSURE (unknown type)
1749,5104206,Hualapai Mtn (Mohave County) PK WND (Peak Wind)
1750,5104208,Hualapai Mtn (Mohave County) BATT (unknown type)
1751,5104210,Huapalai Mtn (Mohave County) GPS (unknown type)
1752,5104303,Kingman (Mohave County) PRESSURE (unknown type)
1753,5104306,Kingman (Mohave County) PK WND (Peak Wind)
1754,5104308,Kingman (Mohave County) BATT (unknown type)
1755,5104310,Kingman (Mohave County) GPS (unknown type)
1756,5104700,Antares RAIN (Mohave County) (Rain)
1757,5104708,Antares BATT (Mohave County) (unknown type)
1758,30010111,Angel Peak 5052 (HL) ALERT2 TDMA Frame Length (unknown type)
1759,30010112,Angel Peak 5052 (HL) ALERT2 TDMA Slot Length (unknown type)
1760,30010113,Angel Peak 5052 (HL) ALERT2 TDMA Slot Offset (unknown type)
1761,30010114,Angel Peak 5052 (HL) ALERT2 Time Report (unknown type)
1762,30011111,Mt Potosi 5052 (HL) ALERT2 TDMA Frame Length (unknown type)
1763,30011112,Mt Potosi 5052 (HL) ALERT2 Slot Length (unknown type)
1764,30011113,Mt Potosi 5052 (HL) ALERT2 Slot Offset (unknown type)
1765,30011114,Mt Potosi 5052 (HL) ALERT2 Time Report (unknown type)
1766,30013111,Wildcat Wash ALERT2 TDMA Frame Length (unknown type)
1767,30013112,Wildcat Wash ALERT2 TDMA Slot Length (unknown type)
1768,30013113,Wildcat Wash ALERT2 TDMA Slot Offset (unknown type)
1769,30013114,Wildcat Wash ALERT2 Time Report (unknown type)
1770,30014111,Spirit Mountain
1771,30014112,Spirit Mountain
1772,30014113,Spirit Mountain
1773,30014114,Spirit Mountain (5052
1774,30015111,Boulder City Repeater
1775,30015112,Boulder City Repeater
1776,30015113,Boulder City Repeater
1777,30015114,Boulder City Repeater
1778,30016111,Beacon Hill Repeater
1779,30016112,Beacon Hill Repeater
1780,30016113,Beacon Hill Repeater
1781,30016114,Beacon Hill Repeater
1782,30017111,Scenic Tank Repeater
1783,30017112,Scenic Tank Repeater
1784,30017113,Scenic Tank Repeater
1785,30017114,Scenic Tank Repeater
1786,30020102,Nelson ALERT 2 TX Count (unknown type)
1787,30031101,Indian Springs 1 Reset Count (unknown type)
1788,30031102,Indian Springs 1 TX Count (unknown type)
1789,30031103,Indian Springs 1 TDMA Frame Length (unknown type)
1790,30031104,Indian Springs 1 TDMA Slot Length (unknown type)
1791,30031105,Indian Springs 1 TDMA Slot Offset (unknown type)
1792,30031106,Indian Springs 1 Time Report (unknown type)
1793,30037101,Harris Springs 1 Reset Count (unknown type)
1794,30037102,Harris Springs 1 TX Count (unknown type)
1795,30037103,Harris Springs 1 TDMA Frame Length (unknown type)
1796,30037104,Harris Springs 1 TDMA Slot Length (unknown type)
1797,30037105,Harris Springs 1 TDMA Slot Offset (unknown type)
1798,30037106,Harris Springs 1 Time Report (unknown type)
1799,30041101,Yucca Forest 2 Reset Count (unknown type)
1800,30041102,Yucca Forest 2 TX Count (unknown type)
1801,30041103,Yucca Forest 2 TDMA Frame Length (unknown type)
1802,30041104,Yucca Forest 2 TDMA Slot Length (unknown type)
1803,30041105,Yucca Forest 2 TDMA Slot Offset (unknown type)
1804,30041106,Yucca Forest 2 Time Report (unknown type)
1805,30044101,Fossil Ridge Reset Count (unknown type)
1806,30044102,Fossil Ridge TX Count (unknown type)
1807,30044103,Fossil Ridge TDMA Frame Length (unknown type)
1808,30044104,Fossil Ridge TDMA Slot Length (unknown type)
1809,30044105,Fossil Ridge TDMA Slot Offset (unknown type)
1810,30044106,Fossil Ridge  Time Report (unknown type)
1811,30048101,Tule Springs NW Reset Count (unknown type)
1812,30048102,Tule Springs NW ALERT 2 TX Count (unknown type)
1813,30048103,Tule Springs NW TDMA Frame Length (unknown type)
1814,30048104,Tule Springs NW TDMA Slot Length (unknown type)
1815,30048105,Tule Springs NW TDMA Slot offset (unknown type)
1816,30048106,Tule Springs NW Time Report (unknown type)
1817,30050101,Vandenberg North DB Reset Count (unknown type)
1818,30050102,Vandenberg North DB ALERT 2 TX Count (unknown type)
1819,30050103,Vandenberg North DB TDMA Frame Length (unknown type)
1820,30050104,Vandenberg North DB TDMA Slot Length (unknown type)
1821,30050105,Vandenberg North DB TDMA Slot Offset (unknown type)
1822,30050106,Vandenberg North DB Time Report (unknown type)
1823,30056101,Skye Canyon 2 DB Reset Count (unknown type)
1824,30056102,Skye Canyon 2 DB ALERT 2 TX Count (unknown type)
1825,30056103,Skye Canyon 2 DB TDMA Frame Length (unknown type)
1826,30056104,Skye Canyon 2 DB TDMA Slot Length (unknown type)
1827,30056105,Skye Canyon 2 DB TDMA Slot Offset (unknown type)
1828,30056106,Skye Canyon 2 DB Time Report (unknown type)
1829,30057101,Speedway #2 DB Reset Count (unknown type)
1830,30057102,Speedway #2 DB ALERT 2 TX Count (unknown type)
1831,30057103,Speedway #2 DB TDMA Frame Length (unknown type)
1832,30057104,Speedway #2 DB TDMA Slot Length (unknown type)
1833,30057105,Speedway #2 DB Slot Offset (unknown type)
1834,30057106,Speedway #2 DB Time Report (unknown type)
1835,30059101,Skye Canyon 1 DB Reset Count (unknown type)
1836,30059102,Skye Canyon 1 DB ALERT 2 TX Count (unknown type)
1837,30059103,Skye Canyon 1 DB TDMA Frame Length (unknown type)
1838,30059104,Skye Canyon 1 DB TDMA Slot Length (unknown type)
1839,30059105,Skye Canyon 1 DB TDMA Slot Offset (unknown type)
1840,30059106,Skye Canyon 1 DB Time Report (unknown type)
1841,30063101,North Las Vegas DB  Reset Count (unknown type)
1842,30063102,North Las Vegas DB ALERT 2 TX Count (unknown type)
1843,30063103,North Las Vegas DB TDMA Frame Length (unknown type)
1844,30063104,North Las Vegas DB TDMA Slot Length (unknown type)
1845,30063105,North Las Vegas DB TDMA Slot Offset (unknown type)
1846,30063106,North Las Vegas DB Time Report (unknown type)
1847,30072101,Park Highlands West DB Reset Count (unknown type)
1848,30072102,Park Highlands West DB ALERT 2 TX Count (unknown type)
1849,30072103,Park Highlands West DB TDMA Frame Length (unknown type)
1850,30072104,Park Highlands West DB TDMA Slot Length (unknown type)
1851,30072105,Park Highlands West DB TDMA Slot Offset (unknown type)
1852,30072106,Park Highlands West DB Time Report (unknown type)
1853,30076101,Duck Creek above Mountain Vista Reset Count (unknown type)
1854,30076102,Duck Creek above Mountain Vista ALERT 2 TX Count (unknown type)
1855,30076103,Duck Creek above Mountain Vista TDMA Frame Length (unknown type)
1856,30076104,Duck Creek above Mountain Vista TDMA Slot Length (unknown type)
1857,30076105,Duck Creek above Mountain Vista Slot Offset (unknown type)
1858,30076106,Duck Creek above Mountain Vista Time Report (unknown type)
1859,30103101,Mesquite Airport Reset Count (unknown type)
1860,30103102,Mesquite Airport ALERT 2 TX Count (unknown type)
1861,30103103,Mesquite Airport TDMA Frame Length (unknown type)
1862,30103104,Mesquite Airport TDMA Slot Length (unknown type)
1863,30103105,Mesquite Airport TDMA Slot Offset (unknown type)
1864,30103106,Mesquite Airport Time Report (unknown type)
1865,30105101,Bunkerville Reset Count (unknown type)
1866,30105102,Bunkerville ALERT 2 TX Count (unknown type)
1867,30105103,Bunkerville TDMA Frame Length (unknown type)
1868,30105104,Bunkerville TDMA Slot Length (unknown type)
1869,30105105,Bunkerville TDMA Slot Offset (unknown type)
1870,30105106,Bunkerville Time Report (unknown type)
1871,30108101,Windmill Wash DB Reset Count (unknown type)
1872,30108102,Windmill Wash DB ALERT 2 TX Count (unknown type)
1873,30108103,Windmill Wash DB TDMA Frame Length (unknown type)
1874,30108104,Windmill Wash DB TDMA Slot Length (unknown type)
1875,30108105,Windmill Wash DB TDMA Slot Offset (unknown type)
1876,30108106,Windmill Wash DB Time Report (unknown type)
1877,30123101,Muddy River at Cooper Street Reset Count (unknown type)
1878,30123102,Muddy River at Cooper Street ALERT 2 TX Count (unknown type)
1879,30123103,Muddy River at Cooper Street TDMA Frame Length (unknown type)
1880,30123104,Muddy River at Cooper Street TDMA Slot Length (unknown type)
1881,30123105,Muddy River at Cooper Street TDMA Slot Offset (unknown type)
1882,30123106,Muddy River at Cooper Street Time Report (unknown type)
1883,30124101,Muddy River at Glendale Bridge Reset Count (unknown type)
1884,30124102,Muddy River at Glendale Bridge ALERT 2 TX Count (unknown type)
1885,30124103,Muddy River at Glendale Bridge TDMA Frame Length (unknown type)
1886,30124104,Muddy River at Glendale Bridge TDMA Slot Length (unknown type)
1887,30124105,Muddy River at Glendale Bridge TDMA Slot Offset (unknown type)
1888,30124106,Muddy River at Glendale Bridge Time Report (unknown type)
1889,30135101,Overton Airport Reset Count (unknown type)
1890,30135102,Overton Airport ALERT 2 TX Count (unknown type)
1891,30135103,Overton Airport TDMA Frame Length (unknown type)
1892,30135104,Overton Airport TDMA Slot Length (unknown type)
1893,30135105,Overton Airport TDMA Slot Offset (unknown type)
1894,30135106,Overton Airport Time Report (unknown type)
1895,30138101,Overton Beach Reset Count (unknown type)
1896,30138102,Overton Beach TX Count (unknown type)
1897,30138103,Overton Beach TDMA Frame Length (unknown type)
1898,30138104,Overton Beach TDMA Slot Length (unknown type)
1899,30138105,Overton Beach TDMA Slot Offset (unknown type)
1900,30138106,Overton Beach Time Report (unknown type)
1901,30140101,Moapa SW 3 Reset Count (unknown type)
1902,30140102,Moapa SW 3 ALERT 2 TX Count (unknown type)
1903,30140103,Moapa SW 3 TDMA Frame Length (unknown type)
1904,30140104,Moapa SW 3 TDMA Slot Length (unknown type)
1905,30140105,Moapa SW 3 TDMA Slot Offset (unknown type)
1906,30140106,Moapa SW 3 Time Report (unknown type)
1907,30143101,Fairgrounds DB Reset Count (unknown type)
1908,30143102,Fairgrounds DB ALERT 2 TX Count (unknown type)
1909,30143103,Fairgrounds DB TDMA Frame Length (unknown type)
1910,30143104,Fairgrounds DB TDMA Slot Length (unknown type)
1911,30143105,Fairgrounds DB TDMA Slot Offset (unknown type)
1912,30143106,Fairgrounds DB Time Report (unknown type)
1913,30144101,Hogan Springs Overlook Reset Count (unknown type)
1914,30144102,Hogan Springs Overlook ALERT  2 TX Count (unknown type)
1915,30144103,Hogan Springs Overlook TDMA Frame Length (unknown type)
1916,30144104,Hogan Springs Overlook TDMA Slot Length (unknown type)
1917,30144105,Hogan Springs Overlook TDMA Slot Offset (unknown type)
1918,30144106,Hogan Springs Overlook Time Report (unknown type)
1919,30169101,Pittman North DB Reset Count (unknown type)
1920,30169102,Pittman North DB ALERT 2 TX Count (unknown type)
1921,30169103,Pittman North DB TDMA Frame Length (unknown type)
1922,30169104,Pittman North DB TDMA Slot Length (unknown type)
1923,30169105,Pittman North DB TDMA Slot Offset (unknown type)
1924,30169106,Pittman North DB Time Report (unknown type)
1925,30171101,C-1 Channel at Warm Springs (USGS) Reset Count (unknown type)
1926,30171102,C-1 Channel at Warm Springs (USGS) ALERT 2 TX Count (unknown type)
1927,30171103,C-1 Channel at Warm Springs (USGS) TDMA Frame Length (unknown type)
1928,30171104,C-1 Channel at Warm Springs (USGS) TDMA Slot Length (unknown type)
1929,30171105,C-1 Channel at Warm Springs (USGS) Slot Offset (unknown type)
1930,30171106,C-1 Channel at Warm Springs (USGS) Time Report (unknown type)
1931,30204101,Silverado Ranch DB Reset Count (unknown type)
1932,30204102,Silverado Ranch DB ALERT 2 TX Count (unknown type)
1933,30204103,Silverado Ranch DB TDMA Frame Length (unknown type)
1934,30204104,Silverado Ranch DB TDMA Slot Length (unknown type)
1935,30204105,Silverado Ranch DB Slot Offset (unknown type)
1936,30204106,Silverado Ranch DB Time Report (unknown type)
1937,30220101,Nelson Reset Count (unknown type)
1938,30220103,Nelson TDMA Frame Length (unknown type)
1939,30220104,Nelson TDMA Slot Length (unknown type)
1940,30220105,Nelson TDMA Slot Ofset (unknown type)
1941,30220106,Nelson Time Report (unknown type)
1942,30224101,Jean Southwest Reset Count (unknown type)
1943,30224102,Jean Southwest ALERT 2 TX Count (unknown type)
1944,30224103,Jean Southwest TDMA Frame Length (unknown type)
1945,30224104,Jean Southwest TDMA Slot Length (unknown type)
1946,30224105,Jean Southwest TDMA Slot Offset (unknown type)
1947,30224106,Jean Southwest Time Report (unknown type)
1948,30227101,Jean Airport Reset Count (unknown type)
1949,30227102,Jean Airport TX Count (unknown type)
1950,30227103,Jean Airport TDMA Frame Length (unknown type)
1951,30227104,Jean Airport TDMA Slot Length (unknown type)
1952,30227105,Jean Airport TDMA Slot Offset (unknown type)
1953,30227106,Jean Airport Time Report (unknown type)
1954,30233101,Primm Reset Count (unknown type)
1955,30233102,Primm ALERT 2 TX Count (unknown type)
1956,30233103,Primm TDMA Frame Length (unknown type)
1957,30233104,Primm TDMA Slot Length (unknown type)
1958,30233105,Primm TDMA Slot Offset (unknown type)
1959,30233106,Primm Time Report (unknown type)
1960,30244101,Freeway Channel near Charleston Reset Count (unknown type)
1961,30244102,Freeway Channel near Charleston ALERT 2 TX Count (unknown type)
1962,30244103,Freeway Channel near Charleston TDMA Frame Length (unknown type)
1963,30244104,Freeway Channel near Charleston TDMA Slot Length (unknown type)
1964,30244105,Freeway Channel near Charleston TDMA Slot Offset (unknown type)
1965,30244106,Freeway Channel near Charleston Time Report (unknown type)
1966,30289101,Pioneer DB Reset Count (unknown type)
1967,30289102,Pioneer DB ALERT 2 TX Count (unknown type)
1968,30289103,Pioneer DB TDMA Frame Length (unknown type)
1969,30289104,Pioneer DB TDMA Slot Length (unknown type)
1970,30289105,Pioneer DB TDMA Slot Offset (unknown type)
1971,30289106,Pioneer DB Time Report (unknown type)
1972,30291101,Sandy Valley Reset Count (unknown type)
1973,30291102,Sandy Valley ALERT 2 TX Count (unknown type)
1974,30291103,Sandy Valley TDMA Frame Length (unknown type)
1975,30291104,Sandy Valley TDMA Slot Length (unknown type)
1976,30291105,Sandy Valley TDMA Slot Offset (unknown type)
1977,30291106,Sandy Valley Time Report (unknown type)
1978,30303101,Kidwell Airport Reset Count (unknown type)
1979,30303102,Kidwell Airport ALERT 2 TX Count (unknown type)
1980,30303103,Kidwell Airport TDMA Frame Length (unknown type)
1981,30303104,Kidwell Airport TDMA Slot Length (unknown type)
1982,30303105,Kidwell Airport TDMA Slot Offset (unknown type)
1983,30303106,Kidwell Airport Time Report (unknown type)
1984,30305101,CalNevAri Reset Count (unknown type)
1985,30305102,CalNevAri ALERT 2 TX Count (unknown type)
1986,30305103,CalNevAri TDMA Frame Length (unknown type)
1987,30305104,CalNevAri TDMA Slot Length (unknown type)
1988,30305105,CalNevAri TDMA Slot Offset (unknown type)
1989,30305106,CalNevAri Time Report (unknown type)
1990,30309101,Laughlin 2 Reset Count (unknown type)
1991,30309102,Laughlin 2 ALERT 2 TX Count (unknown type)
1992,30309103,Laughlin 2 TDMA Frame Length (unknown type)
1993,30309104,Laughlin 2 TDMA Slot Length (unknown type)
1994,30309105,Laughlin 2 TDMA Slot Offset (unknown type)
1995,30309106,Laughlin 2 Time Report (unknown type)
1996,30405101,Sunrise Landfill Reset Count (unknown type)
1997,30405102,Sunrise Landfill ALERT 2 TX Count (unknown type)
1998,30405103,Sunrise Landfill TDMA Frame Length (unknown type)
1999,30405104,Sunrise Landfill TDMA Slot Length (unknown type)
2000,30405105,Sunrise Landfill TDMA Slot Offset (unknown type)
2001,30405106,Sunrise Landfill Time Report (unknown type)
2002,30409101,Boulder City Reset Count (unknown type)
2003,30409102,Boulder City ALERT 2 TX Count (unknown type)
2004,30409103,Boulder City TDMA Frame Length (unknown type)
2005,30409104,Boulder City TDMA Slot Length (unknown type)
2006,30409105,Boulder City TDMA Slot Offset (unknown type)
2007,30409106,Boulder City Time Report (unknown type)
2008,30423102,Grand Park DB ALERT 2 Count (unknown type)
2009,30432101,Grand Park DB Reset Count (unknown type)
2010,30432103,Grand Park DB TDMA Frame Length (unknown type)
2011,30432104,Grand Park DB TDMA Slot Length (unknown type)
2012,30432105,Grand Park DB TDMA Slot Offset (unknown type)
2013,30432106,Grand Park DB Time Report (unknown type)
2014,30478101,Summerlin DB (DB 5) Reset Count (unknown type)
2015,30478102,Summerlin DB (DB 5) ALERT 2 TX Count (unknown type)
2016,30478103,Summerlin DB (DB 5) TDMA Frame Length (unknown type)
2017,30478104,Summerlin DB (DB 5) TDMA Slot Length (unknown type)
2018,30478105,Summerlin DB (DB 5) TDMA Slot Offset (unknown type)
2019,30478106,Summerlin DB (DB 5) TDMA Time Report (unknown type)
2020,30482101,Jim McGaughey DB Reset Count (unknown type)
